Name,Album Artist,Spotify URI
Body,Summer Walker,spotify:track:7vxLj7MREliG5i5vSnqSVr
I'll Kill You,Summer Walker,spotify:track:7EkiMl81fUHVwpItgtzI4r
White Tee,Summer Walker,spotify:track:5m0eMnsWwzgGsUxe1mhFYR
Settling,Summer Walker,spotify:track:5tA3oQh58iYSdJWhSw0yJV
Toxic,Summer Walker,spotify:track:4blMQHONplzay3YkNIUlcn
Grave,Summer Walker,spotify:track:6cZ7aS2UC3hfUyqJhwHb4G
Stretch You Out,Summer Walker,spotify:track:4Qxn47gWPSucovKrMyRf1z
Insane,Summer Walker,spotify:track:3pcxxaUxAMSfz2zgetHydD
SWV,Summer Walker,spotify:track:4ii5S0UcGpdAANl098llgB
Come Thru,Summer Walker,spotify:track:3TTMUI5dFcbeNSDTTDY9M8
Good Good,"USHER, Summer Walker & 21 Savage",spotify:track:0J1YRLYhTG1MBosjidD7OI
Unloyal,Summer Walker,spotify:track:081Shn2hU3YxvQmGaCPegr
Constant B******t,Summer Walker,
Better Thangs,Summer Walker & Ciara,spotify:track:34uOYKTIOAfxZh1hibRx1c
Reciprocate,Summer Walker,spotify:track:5xGqh5mjKgOhp9TOlFeCcJ
Something Real,"Summer Walker, London On Da Track & Chris Brown",spotify:track:4otQJBpb8okSeykALR3eCH
KU LO SA - A COLORS SHOW,Oxlade,spotify:track:2WigMwGJysIh9fRnSJvpjn
I'm There,Summer Walker,spotify:track:1UqR9Hho0SPUrzC5PFEpyi
